MaGV,GiangVien,MaLop,MaHP,TenHP,NamHoc,HocKy,SoSV,File Excel moi,Duong dan
GV0402,ThS. Phan Khanh Trang,VL02,C25205204,Ung dung chuyen nganh VL,2025-2026,2,80,GV-GV0402_Lop-VL02_HP-C25205204_Ung_dung_chuyen_nganh_VL_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0402_ThS._Phan_Khanh_Trang/GV-GV0402_Lop-VL02_HP-C25205204_Ung_dung_chuyen_nganh_VL_2025-2026_HK2_CO_DIEM.xlsx
GV0402,ThS. Phan Khanh Trang,CNTT05,HP004,Tri tue nhan tao,2025-2026,2,80,GV-GV0402_Lop-CNTT05_HP-HP004_Tri_tue_nhan_tao_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0402_ThS._Phan_Khanh_Trang/GV-GV0402_Lop-CNTT05_HP-HP004_Tri_tue_nhan_tao_2025-2026_HK2_CO_DIEM.xlsx
GV0402,ThS. Phan Khanh Trang,SH01,HP026,Sinh hoc te bao,2025-2026,2,80,GV-GV0402_Lop-SH01_HP-HP026_Sinh_hoc_te_bao_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0402_ThS._Phan_Khanh_Trang/GV-GV0402_Lop-SH01_HP-HP026_Sinh_hoc_te_bao_2025-2026_HK2_CO_DIEM.xlsx
GV0402,ThS. Phan Khanh Trang,KHVL03,HP048,Vat lieu nano,2025-2026,2,80,GV-GV0402_Lop-KHVL03_HP-HP048_Vat_lieu_nano_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0402_ThS._Phan_Khanh_Trang/GV-GV0402_Lop-KHVL03_HP-HP048_Vat_lieu_nano_2025-2026_HK2_CO_DIEM.xlsx
GV0501,TS. Phan Nhat An,CNSH04,C25200405,Seminar hoc thuat CNSH,2025-2026,2,80,GV-GV0501_Lop-CNSH04_HP-C25200405_Seminar_hoc_thuat_CNSH_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0501_TS._Phan_Nhat_An/GV-GV0501_Lop-CNSH04_HP-C25200405_Seminar_hoc_thuat_CNSH_2025-2026_HK2_CO_DIEM.xlsx
GV0501,TS. Phan Nhat An,CNTT03,C25200805,Seminar hoc thuat CNTT,2025-2026,2,80,GV-GV0501_Lop-CNTT03_HP-C25200805_Seminar_hoc_thuat_CNTT_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0501_TS._Phan_Nhat_An/GV-GV0501_Lop-CNTT03_HP-C25200805_Seminar_hoc_thuat_CNTT_2025-2026_HK2_CO_DIEM.xlsx
GV0501,TS. Phan Nhat An,DC02,C25201205,Seminar hoc thuat DC,2025-2026,2,80,GV-GV0501_Lop-DC02_HP-C25201205_Seminar_hoc_thuat_DC_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0501_TS._Phan_Nhat_An/GV-GV0501_Lop-DC02_HP-C25201205_Seminar_hoc_thuat_DC_2025-2026_HK2_CO_DIEM.xlsx
GV0501,TS. Phan Nhat An,DTVT01,C25201605,Seminar hoc thuat DTVT,2025-2026,2,80,GV-GV0501_Lop-DTVT01_HP-C25201605_Seminar_hoc_thuat_DTVT_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0501_TS._Phan_Nhat_An/GV-GV0501_Lop-DTVT01_HP-C25201605_Seminar_hoc_thuat_DTVT_2025-2026_HK2_CO_DIEM.xlsx
GV0501,TS. Phan Nhat An,DTVT05,C25202005,Seminar hoc thuat DTVT,2025-2026,2,80,GV-GV0501_Lop-DTVT05_HP-C25202005_Seminar_hoc_thuat_DTVT_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0501_TS._Phan_Nhat_An/GV-GV0501_Lop-DTVT05_HP-C25202005_Seminar_hoc_thuat_DTVT_2025-2026_HK2_CO_DIEM.xlsx
GV0501,TS. Phan Nhat An,HDH04,C25202405,Seminar hoc thuat HDH,2025-2026,2,80,GV-GV0501_Lop-HDH04_HP-C25202405_Seminar_hoc_thuat_HDH_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0501_TS._Phan_Nhat_An/GV-GV0501_Lop-HDH04_HP-C25202405_Seminar_hoc_thuat_HDH_2025-2026_HK2_CO_DIEM.xlsx
GV0501,TS. Phan Nhat An,HH03,C25202805,Seminar hoc thuat HH,2025-2026,2,80,GV-GV0501_Lop-HH03_HP-C25202805_Seminar_hoc_thuat_HH_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0501_TS._Phan_Nhat_An/GV-GV0501_Lop-HH03_HP-C25202805_Seminar_hoc_thuat_HH_2025-2026_HK2_CO_DIEM.xlsx
GV0501,TS. Phan Nhat An,KHMT02,C25203205,Seminar hoc thuat KHMT,2025-2026,2,80,GV-GV0501_Lop-KHMT02_HP-C25203205_Seminar_hoc_thuat_KHMT_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0501_TS._Phan_Nhat_An/GV-GV0501_Lop-KHMT02_HP-C25203205_Seminar_hoc_thuat_KHMT_2025-2026_HK2_CO_DIEM.xlsx
GV0501,TS. Phan Nhat An,KHVL01,C25203605,Seminar hoc thuat KHVL,2025-2026,2,80,GV-GV0501_Lop-KHVL01_HP-C25203605_Seminar_hoc_thuat_KHVL_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0501_TS._Phan_Nhat_An/GV-GV0501_Lop-KHVL01_HP-C25203605_Seminar_hoc_thuat_KHVL_2025-2026_HK2_CO_DIEM.xlsx
GV0501,TS. Phan Nhat An,KHVL05,C25204005,Seminar hoc thuat KHVL,2025-2026,2,80,GV-GV0501_Lop-KHVL05_HP-C25204005_Seminar_hoc_thuat_KHVL_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0501_TS._Phan_Nhat_An/GV-GV0501_Lop-KHVL05_HP-C25204005_Seminar_hoc_thuat_KHVL_2025-2026_HK2_CO_DIEM.xlsx
GV0501,TS. Phan Nhat An,SH04,C25204405,Seminar hoc thuat SH,2025-2026,2,80,GV-GV0501_Lop-SH04_HP-C25204405_Seminar_hoc_thuat_SH_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0501_TS._Phan_Nhat_An/GV-GV0501_Lop-SH04_HP-C25204405_Seminar_hoc_thuat_SH_2025-2026_HK2_CO_DIEM.xlsx
GV0501,TS. Phan Nhat An,TTH03,C25204805,Seminar hoc thuat TTH,2025-2026,2,80,GV-GV0501_Lop-TTH03_HP-C25204805_Seminar_hoc_thuat_TTH_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0501_TS._Phan_Nhat_An/GV-GV0501_Lop-TTH03_HP-C25204805_Seminar_hoc_thuat_TTH_2025-2026_HK2_CO_DIEM.xlsx
GV0501,TS. Phan Nhat An,VL02,C25205205,Seminar hoc thuat VL,2025-2026,2,80,GV-GV0501_Lop-VL02_HP-C25205205_Seminar_hoc_thuat_VL_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0501_TS._Phan_Nhat_An/GV-GV0501_Lop-VL02_HP-C25205205_Seminar_hoc_thuat_VL_2025-2026_HK2_CO_DIEM.xlsx
GV0501,TS. Phan Nhat An,TTH01,HP005,Giai tich ung dung,2025-2026,2,80,GV-GV0501_Lop-TTH01_HP-HP005_Giai_tich_ung_dung_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0501_TS._Phan_Nhat_An/GV-GV0501_Lop-TTH01_HP-HP005_Giai_tich_ung_dung_2025-2026_HK2_CO_DIEM.xlsx
GV0501,TS. Phan Nhat An,SH02,HP027,Di truyen hoc,2025-2026,2,80,GV-GV0501_Lop-SH02_HP-HP027_Di_truyen_hoc_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0501_TS._Phan_Nhat_An/GV-GV0501_Lop-SH02_HP-HP027_Di_truyen_hoc_2025-2026_HK2_CO_DIEM.xlsx
GV0501,TS. Phan Nhat An,KHVL04,HP049,Vat lieu ban dan,2025-2026,2,80,GV-GV0501_Lop-KHVL04_HP-HP049_Vat_lieu_ban_dan_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0501_TS._Phan_Nhat_An/GV-GV0501_Lop-KHVL04_HP-HP049_Vat_lieu_ban_dan_2025-2026_HK2_CO_DIEM.xlsx
GV0502,ThS. Vu Thi Bich,CNSH01,C25200101,Co so nganh chuyen sau CNSH,2025-2026,2,80,GV-GV0502_Lop-CNSH01_HP-C25200101_Co_so_nganh_chuyen_sau_CNSH_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0502_ThS._Vu_Thi_Bich/GV-GV0502_Lop-CNSH01_HP-C25200101_Co_so_nganh_chuyen_sau_CNSH_2025-2026_HK2_CO_DIEM.xlsx
GV0502,ThS. Vu Thi Bich,CNSH05,C25200501,Co so nganh chuyen sau CNSH,2025-2026,2,80,GV-GV0502_Lop-CNSH05_HP-C25200501_Co_so_nganh_chuyen_sau_CNSH_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0502_ThS._Vu_Thi_Bich/GV-GV0502_Lop-CNSH05_HP-C25200501_Co_so_nganh_chuyen_sau_CNSH_2025-2026_HK2_CO_DIEM.xlsx
GV0502,ThS. Vu Thi Bich,CNTT04,C25200901,Co so nganh chuyen sau CNTT,2025-2026,2,80,GV-GV0502_Lop-CNTT04_HP-C25200901_Co_so_nganh_chuyen_sau_CNTT_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0502_ThS._Vu_Thi_Bich/GV-GV0502_Lop-CNTT04_HP-C25200901_Co_so_nganh_chuyen_sau_CNTT_2025-2026_HK2_CO_DIEM.xlsx
GV0502,ThS. Vu Thi Bich,DC03,C25201301,Co so nganh chuyen sau DC,2025-2026,2,80,GV-GV0502_Lop-DC03_HP-C25201301_Co_so_nganh_chuyen_sau_DC_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0502_ThS._Vu_Thi_Bich/GV-GV0502_Lop-DC03_HP-C25201301_Co_so_nganh_chuyen_sau_DC_2025-2026_HK2_CO_DIEM.xlsx
GV0502,ThS. Vu Thi Bich,DTVT02,C25201701,Co so nganh chuyen sau DTVT,2025-2026,2,80,GV-GV0502_Lop-DTVT02_HP-C25201701_Co_so_nganh_chuyen_sau_DTVT_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0502_ThS._Vu_Thi_Bich/GV-GV0502_Lop-DTVT02_HP-C25201701_Co_so_nganh_chuyen_sau_DTVT_2025-2026_HK2_CO_DIEM.xlsx
GV0502,ThS. Vu Thi Bich,HDH01,C25202101,Co so nganh chuyen sau HDH,2025-2026,2,80,GV-GV0502_Lop-HDH01_HP-C25202101_Co_so_nganh_chuyen_sau_HDH_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0502_ThS._Vu_Thi_Bich/GV-GV0502_Lop-HDH01_HP-C25202101_Co_so_nganh_chuyen_sau_HDH_2025-2026_HK2_CO_DIEM.xlsx
GV0502,ThS. Vu Thi Bich,HDH05,C25202501,Co so nganh chuyen sau HDH,2025-2026,2,80,GV-GV0502_Lop-HDH05_HP-C25202501_Co_so_nganh_chuyen_sau_HDH_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0502_ThS._Vu_Thi_Bich/GV-GV0502_Lop-HDH05_HP-C25202501_Co_so_nganh_chuyen_sau_HDH_2025-2026_HK2_CO_DIEM.xlsx
GV0502,ThS. Vu Thi Bich,HH04,C25202901,Co so nganh chuyen sau HH,2025-2026,2,80,GV-GV0502_Lop-HH04_HP-C25202901_Co_so_nganh_chuyen_sau_HH_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0502_ThS._Vu_Thi_Bich/GV-GV0502_Lop-HH04_HP-C25202901_Co_so_nganh_chuyen_sau_HH_2025-2026_HK2_CO_DIEM.xlsx
GV0502,ThS. Vu Thi Bich,KHMT03,C25203301,Co so nganh chuyen sau KHMT,2025-2026,2,80,GV-GV0502_Lop-KHMT03_HP-C25203301_Co_so_nganh_chuyen_sau_KHMT_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0502_ThS._Vu_Thi_Bich/GV-GV0502_Lop-KHMT03_HP-C25203301_Co_so_nganh_chuyen_sau_KHMT_2025-2026_HK2_CO_DIEM.xlsx
GV0502,ThS. Vu Thi Bich,KHVL02,C25203701,Co so nganh chuyen sau KHVL,2025-2026,2,80,GV-GV0502_Lop-KHVL02_HP-C25203701_Co_so_nganh_chuyen_sau_KHVL_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0502_ThS._Vu_Thi_Bich/GV-GV0502_Lop-KHVL02_HP-C25203701_Co_so_nganh_chuyen_sau_KHVL_2025-2026_HK2_CO_DIEM.xlsx
GV0502,ThS. Vu Thi Bich,SH01,C25204101,Co so nganh chuyen sau SH,2025-2026,2,80,GV-GV0502_Lop-SH01_HP-C25204101_Co_so_nganh_chuyen_sau_SH_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0502_ThS._Vu_Thi_Bich/GV-GV0502_Lop-SH01_HP-C25204101_Co_so_nganh_chuyen_sau_SH_2025-2026_HK2_CO_DIEM.xlsx
GV0502,ThS. Vu Thi Bich,SH05,C25204501,Co so nganh chuyen sau SH,2025-2026,2,80,GV-GV0502_Lop-SH05_HP-C25204501_Co_so_nganh_chuyen_sau_SH_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0502_ThS._Vu_Thi_Bich/GV-GV0502_Lop-SH05_HP-C25204501_Co_so_nganh_chuyen_sau_SH_2025-2026_HK2_CO_DIEM.xlsx
GV0502,ThS. Vu Thi Bich,TTH04,C25204901,Co so nganh chuyen sau TTH,2025-2026,2,80,GV-GV0502_Lop-TTH04_HP-C25204901_Co_so_nganh_chuyen_sau_TTH_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0502_ThS._Vu_Thi_Bich/GV-GV0502_Lop-TTH04_HP-C25204901_Co_so_nganh_chuyen_sau_TTH_2025-2026_HK2_CO_DIEM.xlsx
GV0502,ThS. Vu Thi Bich,VL03,C25205301,Co so nganh chuyen sau VL,2025-2026,2,80,GV-GV0502_Lop-VL03_HP-C25205301_Co_so_nganh_chuyen_sau_VL_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0502_ThS._Vu_Thi_Bich/GV-GV0502_Lop-VL03_HP-C25205301_Co_so_nganh_chuyen_sau_VL_2025-2026_HK2_CO_DIEM.xlsx
GV0502,ThS. Vu Thi Bich,TTH02,HP006,Xac suat thong ke,2025-2026,2,80,GV-GV0502_Lop-TTH02_HP-HP006_Xac_suat_thong_ke_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0502_ThS._Vu_Thi_Bich/GV-GV0502_Lop-TTH02_HP-HP006_Xac_suat_thong_ke_2025-2026_HK2_CO_DIEM.xlsx
GV0502,ThS. Vu Thi Bich,SH03,HP028,Sinh thai hoc,2025-2026,2,80,GV-GV0502_Lop-SH03_HP-HP028_Sinh_thai_hoc_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0502_ThS._Vu_Thi_Bich/GV-GV0502_Lop-SH03_HP-HP028_Sinh_thai_hoc_2025-2026_HK2_CO_DIEM.xlsx
GV0502,ThS. Vu Thi Bich,KHVL05,HP050,Ky thuat vat lieu,2025-2026,2,80,GV-GV0502_Lop-KHVL05_HP-HP050_Ky_thuat_vat_lieu_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0502_ThS._Vu_Thi_Bich/GV-GV0502_Lop-KHVL05_HP-HP050_Ky_thuat_vat_lieu_2025-2026_HK2_CO_DIEM.xlsx
GV0601,TS. Vu Minh Dung,CNSH01,C25200102,Phuong phap nghien cuu chuyen nganh CNSH,2025-2026,2,80,GV-GV0601_Lop-CNSH01_HP-C25200102_Phuong_phap_nghien_cuu_chuyen_nganh_CNSH_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0601_TS._Vu_Minh_Dung/GV-GV0601_Lop-CNSH01_HP-C25200102_Phuong_phap_nghien_cuu_chuyen_nganh_CNSH_2025-2026_HK2_CO_DIEM.xlsx
GV0601,TS. Vu Minh Dung,CNSH05,C25200502,Phuong phap nghien cuu chuyen nganh CNSH,2025-2026,2,80,GV-GV0601_Lop-CNSH05_HP-C25200502_Phuong_phap_nghien_cuu_chuyen_nganh_CNSH_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0601_TS._Vu_Minh_Dung/GV-GV0601_Lop-CNSH05_HP-C25200502_Phuong_phap_nghien_cuu_chuyen_nganh_CNSH_2025-2026_HK2_CO_DIEM.xlsx
GV0601,TS. Vu Minh Dung,CNTT04,C25200902,Phuong phap nghien cuu chuyen nganh CNTT,2025-2026,2,80,GV-GV0601_Lop-CNTT04_HP-C25200902_Phuong_phap_nghien_cuu_chuyen_nganh_CNTT_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0601_TS._Vu_Minh_Dung/GV-GV0601_Lop-CNTT04_HP-C25200902_Phuong_phap_nghien_cuu_chuyen_nganh_CNTT_2025-2026_HK2_CO_DIEM.xlsx
GV0601,TS. Vu Minh Dung,DC03,C25201302,Phuong phap nghien cuu chuyen nganh DC,2025-2026,2,80,GV-GV0601_Lop-DC03_HP-C25201302_Phuong_phap_nghien_cuu_chuyen_nganh_DC_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0601_TS._Vu_Minh_Dung/GV-GV0601_Lop-DC03_HP-C25201302_Phuong_phap_nghien_cuu_chuyen_nganh_DC_2025-2026_HK2_CO_DIEM.xlsx
GV0601,TS. Vu Minh Dung,DTVT02,C25201702,Phuong phap nghien cuu chuyen nganh DTVT,2025-2026,2,80,GV-GV0601_Lop-DTVT02_HP-C25201702_Phuong_phap_nghien_cuu_chuyen_nganh_DTVT_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0601_TS._Vu_Minh_Dung/GV-GV0601_Lop-DTVT02_HP-C25201702_Phuong_phap_nghien_cuu_chuyen_nganh_DTVT_2025-2026_HK2_CO_DIEM.xlsx
GV0601,TS. Vu Minh Dung,HDH01,C25202102,Phuong phap nghien cuu chuyen nganh HDH,2025-2026,2,80,GV-GV0601_Lop-HDH01_HP-C25202102_Phuong_phap_nghien_cuu_chuyen_nganh_HDH_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0601_TS._Vu_Minh_Dung/GV-GV0601_Lop-HDH01_HP-C25202102_Phuong_phap_nghien_cuu_chuyen_nganh_HDH_2025-2026_HK2_CO_DIEM.xlsx
GV0601,TS. Vu Minh Dung,HDH05,C25202502,Phuong phap nghien cuu chuyen nganh HDH,2025-2026,2,80,GV-GV0601_Lop-HDH05_HP-C25202502_Phuong_phap_nghien_cuu_chuyen_nganh_HDH_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0601_TS._Vu_Minh_Dung/GV-GV0601_Lop-HDH05_HP-C25202502_Phuong_phap_nghien_cuu_chuyen_nganh_HDH_2025-2026_HK2_CO_DIEM.xlsx
GV0601,TS. Vu Minh Dung,HH04,C25202902,Phuong phap nghien cuu chuyen nganh HH,2025-2026,2,80,GV-GV0601_Lop-HH04_HP-C25202902_Phuong_phap_nghien_cuu_chuyen_nganh_HH_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0601_TS._Vu_Minh_Dung/GV-GV0601_Lop-HH04_HP-C25202902_Phuong_phap_nghien_cuu_chuyen_nganh_HH_2025-2026_HK2_CO_DIEM.xlsx
GV0601,TS. Vu Minh Dung,KHMT03,C25203302,Phuong phap nghien cuu chuyen nganh KHMT,2025-2026,2,80,GV-GV0601_Lop-KHMT03_HP-C25203302_Phuong_phap_nghien_cuu_chuyen_nganh_KHMT_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0601_TS._Vu_Minh_Dung/GV-GV0601_Lop-KHMT03_HP-C25203302_Phuong_phap_nghien_cuu_chuyen_nganh_KHMT_2025-2026_HK2_CO_DIEM.xlsx
GV0601,TS. Vu Minh Dung,KHVL02,C25203702,Phuong phap nghien cuu chuyen nganh KHVL,2025-2026,2,80,GV-GV0601_Lop-KHVL02_HP-C25203702_Phuong_phap_nghien_cuu_chuyen_nganh_KHVL_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0601_TS._Vu_Minh_Dung/GV-GV0601_Lop-KHVL02_HP-C25203702_Phuong_phap_nghien_cuu_chuyen_nganh_KHVL_2025-2026_HK2_CO_DIEM.xlsx
GV0601,TS. Vu Minh Dung,SH01,C25204102,Phuong phap nghien cuu chuyen nganh SH,2025-2026,2,80,GV-GV0601_Lop-SH01_HP-C25204102_Phuong_phap_nghien_cuu_chuyen_nganh_SH_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0601_TS._Vu_Minh_Dung/GV-GV0601_Lop-SH01_HP-C25204102_Phuong_phap_nghien_cuu_chuyen_nganh_SH_2025-2026_HK2_CO_DIEM.xlsx
GV0601,TS. Vu Minh Dung,SH05,C25204502,Phuong phap nghien cuu chuyen nganh SH,2025-2026,2,80,GV-GV0601_Lop-SH05_HP-C25204502_Phuong_phap_nghien_cuu_chuyen_nganh_SH_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0601_TS._Vu_Minh_Dung/GV-GV0601_Lop-SH05_HP-C25204502_Phuong_phap_nghien_cuu_chuyen_nganh_SH_2025-2026_HK2_CO_DIEM.xlsx
GV0601,TS. Vu Minh Dung,TTH04,C25204902,Phuong phap nghien cuu chuyen nganh TTH,2025-2026,2,80,GV-GV0601_Lop-TTH04_HP-C25204902_Phuong_phap_nghien_cuu_chuyen_nganh_TTH_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0601_TS._Vu_Minh_Dung/GV-GV0601_Lop-TTH04_HP-C25204902_Phuong_phap_nghien_cuu_chuyen_nganh_TTH_2025-2026_HK2_CO_DIEM.xlsx
GV0601,TS. Vu Minh Dung,VL03,C25205302,Phuong phap nghien cuu chuyen nganh VL,2025-2026,2,80,GV-GV0601_Lop-VL03_HP-C25205302_Phuong_phap_nghien_cuu_chuyen_nganh_VL_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0601_TS._Vu_Minh_Dung/GV-GV0601_Lop-VL03_HP-C25205302_Phuong_phap_nghien_cuu_chuyen_nganh_VL_2025-2026_HK2_CO_DIEM.xlsx
GV0601,TS. Vu Minh Dung,TTH03,HP007,Toan roi rac,2025-2026,2,80,GV-GV0601_Lop-TTH03_HP-HP007_Toan_roi_rac_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0601_TS._Vu_Minh_Dung/GV-GV0601_Lop-TTH03_HP-HP007_Toan_roi_rac_2025-2026_HK2_CO_DIEM.xlsx
GV0601,TS. Vu Minh Dung,SH04,HP029,Vi sinh vat hoc,2025-2026,2,80,GV-GV0601_Lop-SH04_HP-HP029_Vi_sinh_vat_hoc_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0601_TS._Vu_Minh_Dung/GV-GV0601_Lop-SH04_HP-HP029_Vi_sinh_vat_hoc_2025-2026_HK2_CO_DIEM.xlsx
GV0601,TS. Vu Minh Dung,DTVT01,HP051,Mach dien tu,2025-2026,2,80,GV-GV0601_Lop-DTVT01_HP-HP051_Mach_dien_tu_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0601_TS._Vu_Minh_Dung/GV-GV0601_Lop-DTVT01_HP-HP051_Mach_dien_tu_2025-2026_HK2_CO_DIEM.xlsx
GV0602,ThS. Vo Thanh Giang,CNSH01,C25200103,Thuc hanh co so chuyen nganh CNSH,2025-2026,2,80,GV-GV0602_Lop-CNSH01_HP-C25200103_Thuc_hanh_co_so_chuyen_nganh_CNSH_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0602_ThS._Vo_Thanh_Giang/GV-GV0602_Lop-CNSH01_HP-C25200103_Thuc_hanh_co_so_chuyen_nganh_CNSH_2025-2026_HK2_CO_DIEM.xlsx
GV0602,ThS. Vo Thanh Giang,CNSH05,C25200503,Thuc hanh co so chuyen nganh CNSH,2025-2026,2,80,GV-GV0602_Lop-CNSH05_HP-C25200503_Thuc_hanh_co_so_chuyen_nganh_CNSH_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0602_ThS._Vo_Thanh_Giang/GV-GV0602_Lop-CNSH05_HP-C25200503_Thuc_hanh_co_so_chuyen_nganh_CNSH_2025-2026_HK2_CO_DIEM.xlsx
GV0602,ThS. Vo Thanh Giang,CNTT04,C25200903,Thuc hanh co so chuyen nganh CNTT,2025-2026,2,80,GV-GV0602_Lop-CNTT04_HP-C25200903_Thuc_hanh_co_so_chuyen_nganh_CNTT_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0602_ThS._Vo_Thanh_Giang/GV-GV0602_Lop-CNTT04_HP-C25200903_Thuc_hanh_co_so_chuyen_nganh_CNTT_2025-2026_HK2_CO_DIEM.xlsx
GV0602,ThS. Vo Thanh Giang,DC03,C25201303,Thuc hanh co so chuyen nganh DC,2025-2026,2,80,GV-GV0602_Lop-DC03_HP-C25201303_Thuc_hanh_co_so_chuyen_nganh_DC_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0602_ThS._Vo_Thanh_Giang/GV-GV0602_Lop-DC03_HP-C25201303_Thuc_hanh_co_so_chuyen_nganh_DC_2025-2026_HK2_CO_DIEM.xlsx
GV0602,ThS. Vo Thanh Giang,DTVT02,C25201703,Thuc hanh co so chuyen nganh DTVT,2025-2026,2,80,GV-GV0602_Lop-DTVT02_HP-C25201703_Thuc_hanh_co_so_chuyen_nganh_DTVT_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0602_ThS._Vo_Thanh_Giang/GV-GV0602_Lop-DTVT02_HP-C25201703_Thuc_hanh_co_so_chuyen_nganh_DTVT_2025-2026_HK2_CO_DIEM.xlsx
GV0602,ThS. Vo Thanh Giang,HDH01,C25202103,Thuc hanh co so chuyen nganh HDH,2025-2026,2,80,GV-GV0602_Lop-HDH01_HP-C25202103_Thuc_hanh_co_so_chuyen_nganh_HDH_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0602_ThS._Vo_Thanh_Giang/GV-GV0602_Lop-HDH01_HP-C25202103_Thuc_hanh_co_so_chuyen_nganh_HDH_2025-2026_HK2_CO_DIEM.xlsx
GV0602,ThS. Vo Thanh Giang,HDH05,C25202503,Thuc hanh co so chuyen nganh HDH,2025-2026,2,80,GV-GV0602_Lop-HDH05_HP-C25202503_Thuc_hanh_co_so_chuyen_nganh_HDH_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0602_ThS._Vo_Thanh_Giang/GV-GV0602_Lop-HDH05_HP-C25202503_Thuc_hanh_co_so_chuyen_nganh_HDH_2025-2026_HK2_CO_DIEM.xlsx
GV0602,ThS. Vo Thanh Giang,HH04,C25202903,Thuc hanh co so chuyen nganh HH,2025-2026,2,80,GV-GV0602_Lop-HH04_HP-C25202903_Thuc_hanh_co_so_chuyen_nganh_HH_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0602_ThS._Vo_Thanh_Giang/GV-GV0602_Lop-HH04_HP-C25202903_Thuc_hanh_co_so_chuyen_nganh_HH_2025-2026_HK2_CO_DIEM.xlsx
