STT,MaSV,HoTen,NgaySinh,NoiSinh,GioiTinh,MaLop,Email,KhoaHoc,BacDaoTao,LoaiHinhDT,NganhDT,ChuyenNganh,Khoa,TinhTrang
1819,SV2562,Lê Thị Hạnh,2004-07-25,Quảng Nam,Nữ,CNSH03,sv2562@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Công nghệ enzyme,CNSH,Đang học
1820,SV2563,Phạm Thanh Linh,2005-08-26,Khánh Hòa,Nữ,CNSH03,sv2563@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Công nghệ enzyme,CNSH,Đang học
1821,SV2564,Hoàng Phương Nga,2006-09-27,Lâm Đồng,Nữ,CNSH03,sv2564@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Công nghệ enzyme,CNSH,Đang học
1822,SV2565,Huỳnh Bảo Yến,2002-10-01,TP.HCM,Nữ,CNSH03,sv2565@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Công nghệ enzyme,CNSH,Đang học
1823,SV2566,Phan Gia Cường,2003-11-02,Hà Nội,Nam,CNSH03,sv2566@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Công nghệ enzyme,CNSH,Đang học
1824,SV2567,Vũ Trọng Khang,2004-12-03,Đà Nẵng,Nam,CNSH03,sv2567@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Công nghệ enzyme,CNSH,Đang học
1825,SV2568,Võ Thị Lan,2005-01-04,Cần Thơ,Nữ,CNSH03,sv2568@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Công nghệ enzyme,CNSH,Đang học
1826,SV2569,Đặng Quốc Tùng,2006-02-05,Đồng Nai,Nam,CNSH03,sv2569@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Công nghệ enzyme,CNSH,Đang học
1827,SV257,Trần Khánh Dung,2004-06-15,Đà Nẵng,Nữ,CNTT04,sv257@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ thông tin,Mạng máy tính,CNTT,Đang học
1828,SV2570,Bùi Đức Khôi,2002-03-06,Bình Dương,Nam,CNSH03,sv2570@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Công nghệ enzyme,CNSH,Đang học
1829,SV2571,Đỗ Bảo Bích,2003-04-07,Long An,Nữ,CNSH03,sv2571@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Công nghệ enzyme,CNSH,Đang học
1830,SV2572,Hồ Mỹ Giang,2004-05-08,Tiền Giang,Nữ,CNSH03,sv2572@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Công nghệ enzyme,CNSH,Đang học
1831,SV2573,Ngô Trọng Nam,2005-06-09,Nghệ An,Nam,CNSH03,sv2573@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Công nghệ enzyme,CNSH,Đang học
1832,SV2574,Dương Văn Sơn,2006-07-10,Thanh Hóa,Nam,CNSH03,sv2574@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Công nghệ enzyme,CNSH,Đang học
1833,SV2575,Lý Quốc Huy,2002-08-11,Hải Phòng,Nam,CNSH03,sv2575@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Công nghệ enzyme,CNSH,Đang học
1834,SV2576,Nguyễn Phương Anh,2003-09-12,Nam Định,Nữ,CNSH03,sv2576@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Công nghệ enzyme,CNSH,Đang học
1835,SV2577,Trần Bảo Dung,2004-10-13,Quảng Nam,Nữ,CNSH03,sv2577@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Công nghệ enzyme,CNSH,Đang học
1836,SV2578,Lê Mỹ Hạnh,2005-11-14,Khánh Hòa,Nữ,CNSH03,sv2578@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Công nghệ enzyme,CNSH,Đang học
1837,SV2579,Phạm Trọng Quân,2006-12-15,Lâm Đồng,Nam,CNSH03,sv2579@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Công nghệ enzyme,CNSH,Đang học
1838,SV258,Lê Thị Hạnh,2005-07-16,Cần Thơ,Nữ,CNTT04,sv258@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ thông tin,Mạng máy tính,CNTT,Đang học
1839,SV2580,Hoàng Văn Việt,2002-01-16,TP.HCM,Nam,CNSH03,sv2580@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Công nghệ enzyme,CNSH,Đang học
1840,SV2581,Huỳnh Thanh Yến,2003-02-17,Hà Nội,Nữ,CNSH03,sv2581@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Công nghệ enzyme,CNSH,Đang học
1841,SV2582,Phan Phương Chi,2004-03-18,Đà Nẵng,Nữ,CNSH03,sv2582@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Công nghệ enzyme,CNSH,Đang học
1842,SV2583,Vũ Bảo Hà,2005-04-19,Cần Thơ,Nữ,CNSH03,sv2583@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Công nghệ enzyme,CNSH,Đang học
1843,SV2584,Võ Mỹ Lan,2006-05-20,Đồng Nai,Nữ,CNSH03,sv2584@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Công nghệ enzyme,CNSH,Đang học
1844,SV2585,Đặng Khánh My,2002-06-21,Bình Dương,Nữ,CNSH03,sv2585@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Công nghệ enzyme,CNSH,Đang học
1845,SV2586,Bùi Văn Khôi,2003-07-22,Long An,Nam,CNSH03,sv2586@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Công nghệ enzyme,CNSH,Đang học
1846,SV2587,Đỗ Quốc Bình,2004-08-23,Tiền Giang,Nam,CNSH03,sv2587@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Công nghệ enzyme,CNSH,Đang học
1847,SV2588,Hồ Phương Giang,2005-09-24,Nghệ An,Nữ,CNSH03,sv2588@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Công nghệ enzyme,CNSH,Đang học
1848,SV2589,Ngô Thanh Nam,2006-10-25,Thanh Hóa,Nam,CNSH03,sv2589@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Công nghệ enzyme,CNSH,Đang học
1849,SV259,Phạm Quốc Quân,2006-08-17,Đồng Nai,Nam,CNTT04,sv259@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ thông tin,Mạng máy tính,CNTT,Đang học
1850,SV2590,Dương Gia Sơn,2002-11-26,Hải Phòng,Nam,CNSH03,sv2590@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Công nghệ enzyme,CNSH,Đang học
1851,SV2591,Lý Khánh Thảo,2003-12-27,Nam Định,Nữ,CNSH03,sv2591@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Công nghệ enzyme,CNSH,Đang học
1852,SV2592,Nguyễn Thị Anh,2004-01-01,Quảng Nam,Nữ,CNSH03,sv2592@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Công nghệ enzyme,CNSH,Đang học
1853,SV2593,Trần Quốc Dũng,2005-02-02,Khánh Hòa,Nam,CNSH03,sv2593@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Công nghệ enzyme,CNSH,Đang học
1854,SV2594,Lê Đức Long,2006-03-03,Lâm Đồng,Nam,CNSH03,sv2594@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Công nghệ enzyme,CNSH,Đang học
1855,SV2595,Phạm Thanh Quân,2002-04-04,TP.HCM,Nam,CNSH03,sv2595@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Công nghệ enzyme,CNSH,Đang học
1856,SV2596,Hoàng Mỹ Nga,2003-05-05,Hà Nội,Nữ,CNSH03,sv2596@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Công nghệ enzyme,CNSH,Đang học
1857,SV2597,Huỳnh Khánh Yến,2004-06-06,Đà Nẵng,Nữ,CNSH03,sv2597@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Công nghệ enzyme,CNSH,Đang học
1858,SV2598,Phan Thị Chi,2005-07-07,Cần Thơ,Nữ,CNSH03,sv2598@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Công nghệ enzyme,CNSH,Đang học
1859,SV2599,Vũ Quốc Khang,2006-08-08,Đồng Nai,Nam,CNSH03,sv2599@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Công nghệ enzyme,CNSH,Đang học
1860,SV260,Hoàng Đức Việt,2002-09-18,Bình Dương,Nam,CNTT04,sv260@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ thông tin,Mạng máy tính,CNTT,Đang học
1861,SV2600,Võ Đức Phong,2002-09-09,Bình Dương,Nam,CNSH03,sv2600@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Công nghệ enzyme,CNSH,Đang học
1862,SV2601,Đặng Bảo My,2003-10-10,Long An,Nữ,CNSH03,sv2601@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Công nghệ enzyme,CNSH,Đang học
1863,SV2602,Bùi Mỹ Trang,2004-11-11,Tiền Giang,Nữ,CNSH03,sv2602@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Công nghệ enzyme,CNSH,Đang học
1864,SV2603,Đỗ Khánh Bích,2005-12-12,Nghệ An,Nữ,CNSH03,sv2603@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Công nghệ enzyme,CNSH,Đang học
1865,SV2604,Hồ Thị Giang,2006-01-13,Thanh Hóa,Nữ,CNSH03,sv2604@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Công nghệ enzyme,CNSH,Đang học
1866,SV2605,Ngô Thanh Hương,2002-02-14,Hải Phòng,Nữ,CNSH03,sv2605@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Công nghệ enzyme,CNSH,Đang học
1867,SV2606,Dương Đức Sơn,2003-03-15,Nam Định,Nam,CNSH03,sv2606@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Công nghệ enzyme,CNSH,Đang học
1868,SV2607,Lý Thanh Huy,2004-04-16,Quảng Nam,Nam,CNSH03,sv2607@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Công nghệ enzyme,CNSH,Đang học
1869,SV2608,Nguyễn Mỹ Anh,2005-05-17,Khánh Hòa,Nữ,CNSH03,sv2608@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Công nghệ enzyme,CNSH,Đang học
1870,SV2609,Trần Trọng Dũng,2006-06-18,Lâm Đồng,Nam,CNSH03,sv2609@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Công nghệ enzyme,CNSH,Đang học
1871,SV261,Huỳnh Bảo Yến,2003-10-19,Long An,Nữ,CNTT04,sv261@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ thông tin,Mạng máy tính,CNTT,Đang học
1872,SV2610,Lê Văn Long,2002-07-19,TP.HCM,Nam,CNSH03,sv2610@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Công nghệ enzyme,CNSH,Đang học
1873,SV2611,Phạm Thanh Linh,2003-08-20,Hà Nội,Nữ,CNSH03,sv2611@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Công nghệ enzyme,CNSH,Đang học
1874,SV2612,Hoàng Phương Nga,2004-09-21,Đà Nẵng,Nữ,CNSH03,sv2612@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Công nghệ enzyme,CNSH,Đang học
1875,SV2613,Huỳnh Thanh Đạt,2005-10-22,Cần Thơ,Nam,CNSH03,sv2613@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Công nghệ enzyme,CNSH,Đang học
1876,SV2614,Phan Gia Cường,2006-11-23,Đồng Nai,Nam,CNSH03,sv2614@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Công nghệ enzyme,CNSH,Đang học
1877,SV2615,Vũ Trọng Khang,2002-12-24,Bình Dương,Nam,CNSH03,sv2615@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Công nghệ enzyme,CNSH,Đang học
1878,SV2616,Võ Thị Lan,2003-01-25,Long An,Nữ,CNSH03,sv2616@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Công nghệ enzyme,CNSH,Đang học
1879,SV2617,Đặng Thanh My,2004-02-26,Tiền Giang,Nữ,CNSH03,sv2617@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Công nghệ enzyme,CNSH,Đang học
1880,SV2618,Bùi Phương Trang,2005-03-27,Nghệ An,Nữ,CNSH03,sv2618@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Công nghệ enzyme,CNSH,Đang học
1881,SV2619,Đỗ Thanh Bình,2006-04-01,Thanh Hóa,Nam,CNSH03,sv2619@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Công nghệ enzyme,CNSH,Đang học
1882,SV262,Phan Mỹ Chi,2004-11-20,Tiền Giang,Nữ,CNTT04,sv262@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ thông tin,Mạng máy tính,CNTT,Đang học
1883,SV2620,Hồ Gia Hải,2002-05-02,Hải Phòng,Nam,CNSH03,sv2620@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Công nghệ enzyme,CNSH,Đang học
1884,SV2621,Ngô Khánh Hương,2003-06-03,Nam Định,Nữ,CNSH03,sv2621@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Công nghệ enzyme,CNSH,Đang học
1885,SV2622,Dương Thị Mai,2004-07-04,Quảng Nam,Nữ,CNSH03,sv2622@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Công nghệ enzyme,CNSH,Đang học
1886,SV2623,Lý Thanh Thảo,2005-08-05,Khánh Hòa,Nữ,CNSH03,sv2623@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Công nghệ enzyme,CNSH,Đang học
1887,SV2624,Nguyễn Phương Anh,2006-09-06,Lâm Đồng,Nữ,CNSH03,sv2624@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Công nghệ enzyme,CNSH,Đang học
1888,SV2625,Trần Bảo Dung,2002-10-07,TP.HCM,Nữ,CNSH03,sv2625@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Công nghệ enzyme,CNSH,Đang học
1889,SV2626,Lê Gia Long,2003-11-08,Hà Nội,Nam,CNSH03,sv2626@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Công nghệ enzyme,CNSH,Đang học
1890,SV2627,Phạm Trọng Quân,2004-12-09,Đà Nẵng,Nam,CNSH03,sv2627@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Công nghệ enzyme,CNSH,Đang học
1891,SV2628,Hoàng Thị Nga,2005-01-10,Cần Thơ,Nữ,CNSH03,sv2628@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Công nghệ enzyme,CNSH,Đang học
1892,SV2629,Huỳnh Quốc Đạt,2006-02-11,Đồng Nai,Nam,CNSH03,sv2629@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Công nghệ enzyme,CNSH,Đang học
1893,SV263,Vũ Khánh Hà,2005-12-21,Nghệ An,Nữ,CNTT04,sv263@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ thông tin,Mạng máy tính,CNTT,Đang học
1894,SV2630,Phan Đức Cường,2002-03-12,Bình Dương,Nam,CNSH03,sv2630@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Công nghệ enzyme,CNSH,Đang học
1895,SV2631,Vũ Bảo Hà,2003-04-13,Long An,Nữ,CNSH03,sv2631@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Công nghệ enzyme,CNSH,Đang học
1896,SV2632,Võ Mỹ Lan,2004-05-14,Tiền Giang,Nữ,CNSH03,sv2632@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Công nghệ enzyme,CNSH,Đang học
1897,SV2633,Đặng Trọng Tùng,2005-06-15,Nghệ An,Nam,CNSH03,sv2633@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Công nghệ enzyme,CNSH,Đang học
1898,SV2634,Bùi Văn Khôi,2006-07-16,Thanh Hóa,Nam,CNSH03,sv2634@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Công nghệ enzyme,CNSH,Đang học
1899,SV2635,Đỗ Quốc Bình,2002-08-17,Hải Phòng,Nam,CNSH03,sv2635@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Công nghệ enzyme,CNSH,Đang học
1900,SV2636,Hồ Phương Giang,2003-09-18,Nam Định,Nữ,CNSH03,sv2636@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Công nghệ enzyme,CNSH,Đang học
1901,SV2637,Ngô Bảo Hương,2004-10-19,Quảng Nam,Nữ,CNSH03,sv2637@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Công nghệ enzyme,CNSH,Đang học
1902,SV2638,Dương Mỹ Mai,2005-11-20,Khánh Hòa,Nữ,CNSH03,sv2638@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Công nghệ enzyme,CNSH,Đang học
1903,SV2639,Lý Trọng Huy,2006-12-21,Lâm Đồng,Nam,CNSH03,sv2639@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Công nghệ enzyme,CNSH,Đang học
1904,SV264,Võ Thị Lan,2006-01-22,Thanh Hóa,Nữ,CNTT04,sv264@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ thông tin,Mạng máy tính,CNTT,Đang học
1905,SV2640,Nguyễn Văn An,2002-01-22,TP.HCM,Nam,CNSH03,sv2640@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Công nghệ enzyme,CNSH,Đang học
1906,SV2641,Trần Thanh Dung,2003-02-23,Hà Nội,Nữ,CNSH04,sv2641@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Sinh học phân tử,CNSH,Đang học
1907,SV2642,Lê Phương Hạnh,2004-03-24,Đà Nẵng,Nữ,CNSH04,sv2642@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Sinh học phân tử,CNSH,Đang học
1908,SV2643,Phạm Bảo Linh,2005-04-25,Cần Thơ,Nữ,CNSH04,sv2643@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Sinh học phân tử,CNSH,Đang học
1909,SV2644,Hoàng Mỹ Nga,2006-05-26,Đồng Nai,Nữ,CNSH04,sv2644@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Sinh học phân tử,CNSH,Đang học
1910,SV2645,Huỳnh Khánh Yến,2002-06-27,Bình Dương,Nữ,CNSH04,sv2645@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Sinh học phân tử,CNSH,Đang học
1911,SV2646,Phan Văn Cường,2003-07-01,Long An,Nam,CNSH04,sv2646@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Sinh học phân tử,CNSH,Đang học
1912,SV2647,Vũ Quốc Khang,2004-08-02,Tiền Giang,Nam,CNSH04,sv2647@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Sinh học phân tử,CNSH,Đang học
1913,SV2648,Võ Phương Lan,2005-09-03,Nghệ An,Nữ,CNSH04,sv2648@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Sinh học phân tử,CNSH,Đang học
1914,SV2649,Đặng Thanh Tùng,2006-10-04,Thanh Hóa,Nam,CNSH04,sv2649@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Sinh học phân tử,CNSH,Đang học
1915,SV265,Đặng Thanh My,2002-02-23,Hải Phòng,Nữ,CNTT04,sv265@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ thông tin,Mạng máy tính,CNTT,Đang học
1916,SV2650,Bùi Gia Khôi,2002-11-05,Hải Phòng,Nam,CNSH04,sv2650@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Sinh học phân tử,CNSH,Đang học
1917,SV2651,Đỗ Khánh Bích,2003-12-06,Nam Định,Nữ,CNSH04,sv2651@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Sinh học phân tử,CNSH,Đang học
1918,SV2652,Hồ Thị Giang,2004-01-07,Quảng Nam,Nữ,CNSH04,sv2652@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Sinh học phân tử,CNSH,Đang học
1919,SV2653,Ngô Quốc Nam,2005-02-08,Khánh Hòa,Nam,CNSH04,sv2653@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Sinh học phân tử,CNSH,Đang học
1920,SV2654,Dương Đức Sơn,2006-03-09,Lâm Đồng,Nam,CNSH04,sv2654@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Sinh học phân tử,CNSH,Đang học
1921,SV2655,Lý Thanh Huy,2002-04-10,TP.HCM,Nam,CNSH04,sv2655@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Sinh học phân tử,CNSH,Đang học
1922,SV2656,Nguyễn Mỹ Anh,2003-05-11,Hà Nội,Nữ,CNSH04,sv2656@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Sinh học phân tử,CNSH,Đang học
1923,SV2657,Trần Khánh Dung,2004-06-12,Đà Nẵng,Nữ,CNSH04,sv2657@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Sinh học phân tử,CNSH,Đang học
1924,SV2658,Lê Thị Hạnh,2005-07-13,Cần Thơ,Nữ,CNSH04,sv2658@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Sinh học phân tử,CNSH,Đang học
1925,SV2659,Phạm Quốc Quân,2006-08-14,Đồng Nai,Nam,CNSH04,sv2659@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Sinh học phân tử,CNSH,Đang học
1926,SV266,Bùi Đức Khôi,2003-03-24,Nam Định,Nam,CNTT04,sv266@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ thông tin,Mạng máy tính,CNTT,Đang học
1927,SV2660,Hoàng Đức Việt,2002-09-15,Bình Dương,Nam,CNSH04,sv2660@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Sinh học phân tử,CNSH,Đang học
1928,SV2661,Huỳnh Bảo Yến,2003-10-16,Long An,Nữ,CNSH04,sv2661@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Sinh học phân tử,CNSH,Đang học
1929,SV2662,Phan Mỹ Chi,2004-11-17,Tiền Giang,Nữ,CNSH04,sv2662@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Sinh học phân tử,CNSH,Đang học
1930,SV2663,Vũ Khánh Hà,2005-12-18,Nghệ An,Nữ,CNSH04,sv2663@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Sinh học phân tử,CNSH,Đang học
1931,SV2664,Võ Thị Lan,2006-01-19,Thanh Hóa,Nữ,CNSH04,sv2664@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Sinh học phân tử,CNSH,Đang học
1932,SV2665,Đặng Thanh My,2002-02-20,Hải Phòng,Nữ,CNSH04,sv2665@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Sinh học phân tử,CNSH,Đang học
1933,SV2666,Bùi Đức Khôi,2003-03-21,Nam Định,Nam,CNSH04,sv2666@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Sinh học phân tử,CNSH,Đang học
1934,SV2667,Đỗ Thanh Bình,2004-04-22,Quảng Nam,Nam,CNSH04,sv2667@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Sinh học phân tử,CNSH,Đang học
1935,SV2668,Hồ Mỹ Giang,2005-05-23,Khánh Hòa,Nữ,CNSH04,sv2668@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Sinh học phân tử,CNSH,Đang học
1936,SV2669,Ngô Trọng Nam,2006-06-24,Lâm Đồng,Nam,CNSH04,sv2669@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Sinh học phân tử,CNSH,Đang học
1937,SV267,Đỗ Thanh Bình,2004-04-25,Quảng Nam,Nam,CNTT04,sv267@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ thông tin,Mạng máy tính,CNTT,Đang học
1938,SV2670,Dương Văn Sơn,2002-07-25,TP.HCM,Nam,CNSH04,sv2670@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Sinh học phân tử,CNSH,Đang học
1939,SV2671,Lý Thanh Thảo,2003-08-26,Hà Nội,Nữ,CNSH04,sv2671@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Sinh học phân tử,CNSH,Đang học
1940,SV2672,Nguyễn Phương Anh,2004-09-27,Đà Nẵng,Nữ,CNSH04,sv2672@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Sinh học phân tử,CNSH,Đang học
1941,SV2673,Trần Thanh Dũng,2005-10-01,Cần Thơ,Nam,CNSH04,sv2673@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Sinh học phân tử,CNSH,Đang học
1942,SV2674,Lê Gia Long,2006-11-02,Đồng Nai,Nam,CNSH04,sv2674@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Sinh học phân tử,CNSH,Đang học
1943,SV2675,Phạm Trọng Quân,2002-12-03,Bình Dương,Nam,CNSH04,sv2675@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Sinh học phân tử,CNSH,Đang học
1944,SV2676,Hoàng Thị Nga,2003-01-04,Long An,Nữ,CNSH04,sv2676@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Sinh học phân tử,CNSH,Đang học
1945,SV2677,Huỳnh Thanh Yến,2004-02-05,Tiền Giang,Nữ,CNSH04,sv2677@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Sinh học phân tử,CNSH,Đang học
1946,SV2678,Phan Phương Chi,2005-03-06,Nghệ An,Nữ,CNSH04,sv2678@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Sinh học phân tử,CNSH,Đang học
1947,SV2679,Vũ Thanh Khang,2006-04-07,Thanh Hóa,Nam,CNSH04,sv2679@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Sinh học phân tử,CNSH,Đang học
1948,SV268,Hồ Mỹ Giang,2005-05-26,Khánh Hòa,Nữ,CNTT04,sv268@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ thông tin,Mạng máy tính,CNTT,Đang học
